dataset_id,permutation_id,permutation_order,exact_tuning_maximum,total_order_selected_id,total_order_selected_config,total_order_optimizer_label,first_rule_selected_id,first_rule_selected_config,first_rule_optimizer_label
9,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,3,C03,optimizer-A,9,C09,optimizer-B
9,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,3,C03,optimizer-A,4,C04,optimizer-A
9,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,3,C03,optimizer-A,10,C10,optimizer-B
9,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,3,C03,optimizer-A,9,C09,optimizer-B
9,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,3,C03,optimizer-A,10,C10,optimizer-B
9,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,3,C03,optimizer-A,3,C03,optimizer-A
9,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,3,C03,optimizer-A,10,C10,optimizer-B
9,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,3,C03,optimizer-A,4,C04,optimizer-A
9,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,3,C03,optimizer-A,9,C09,optimizer-B
10,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,4,C04,optimizer-A,5,C05,optimizer-A
10,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,4,C04,optimizer-A,11,C11,optimizer-B
10,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,4,C04,optimizer-A,4,C04,optimizer-A
10,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,4,C04,optimizer-A,4,C04,optimizer-A
10,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,4,C04,optimizer-A,5,C05,optimizer-A
10,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,4,C04,optimizer-A,11,C11,optimizer-B
10,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,4,C04,optimizer-A,5,C05,optimizer-A
10,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,4,C04,optimizer-A,4,C04,optimizer-A
10,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,4,C04,optimizer-A,5,C05,optimizer-A
10,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,4,C04,optimizer-A,11,C11,optimizer-B
10,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,4,C04,optimizer-A,4,C04,optimizer-A
10,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,4,C04,optimizer-A,5,C05,optimizer-A
10,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,4,C04,optimizer-A,5,C05,optimizer-A
10,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,4,C04,optimizer-A,10,C10,optimizer-B
10,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,4,C04,optimizer-A,4,C04,optimizer-A
10,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,4,C04,optimizer-A,11,C11,optimizer-B
11,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
11,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,0,C00,optimizer-A,11,C11,optimizer-B
11,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,0,C00,optimizer-A,0,C00,optimizer-A
11,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,0,C00,optimizer-A,0,C00,optimizer-A
11,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,0,C00,optimizer-A,5,C05,optimizer-A
11,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,0,C00,optimizer-A,0,C00,optimizer-A
11,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,0,C00,optimizer-A,11,C11,optimizer-B
11,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,0,C00,optimizer-A,5,C05,optimizer-A
11,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,0,C00,optimizer-A,5,C05,optimizer-A
11,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,0,C00,optimizer-A,5,C05,optimizer-A
11,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
11,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,0,C00,optimizer-A,5,C05,optimizer-A
11,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,0,C00,optimizer-A,5,C05,optimizer-A
11,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
11,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,0,C00,optimizer-A,5,C05,optimizer-A
11,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,0,C00,optimizer-A,6,C06,optimizer-B
11,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,0,C00,optimizer-A,6,C06,optimizer-B
12,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,0,C00,optimizer-A,1,C01,optimizer-A
12,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
12,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,0,C00,optimizer-A,0,C00,optimizer-A
12,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,0,C00,optimizer-A,0,C00,optimizer-A
12,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,0,C00,optimizer-A,7,C07,optimizer-B
12,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,0,C00,optimizer-A,0,C00,optimizer-A
12,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,0,C00,optimizer-A,6,C06,optimizer-B
12,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,0,C00,optimizer-A,1,C01,optimizer-A
12,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,0,C00,optimizer-A,1,C01,optimizer-A
12,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,0,C00,optimizer-A,0,C00,optimizer-A
12,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,0,C00,optimizer-A,7,C07,optimizer-B
12,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,0,C00,optimizer-A,1,C01,optimizer-A
12,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,0,C00,optimizer-A,6,C06,optimizer-B
12,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,0,C00,optimizer-A,1,C01,optimizer-A
12,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,0,C00,optimizer-A,1,C01,optimizer-A
12,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
12,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,0,C00,optimizer-A,7,C07,optimizer-B
12,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,0,C00,optimizer-A,7,C07,optimizer-B
12,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,0,C00,optimizer-A,1,C01,optimizer-A
12,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,0,C00,optimizer-A,7,C07,optimizer-B
12,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,0,C00,optimizer-A,6,C06,optimizer-B
12,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
12,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,0,C00,optimizer-A,1,C01,optimizer-A
12,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,0,C00,optimizer-A,7,C07,optimizer-B
12,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,0,C00,optimizer-A,7,C07,optimizer-B
13,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,1,C01,optimizer-A,2,C02,optimizer-A
13,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,1,C01,optimizer-A,2,C02,optimizer-A
13,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,1,C01,optimizer-A,2,C02,optimizer-A
13,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,1,C01,optimizer-A,7,C07,optimizer-B
13,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,1,C01,optimizer-A,1,C01,optimizer-A
13,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,1,C01,optimizer-A,7,C07,optimizer-B
13,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,1,C01,optimizer-A,1,C01,optimizer-A
13,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,1,C01,optimizer-A,2,C02,optimizer-A
13,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,1,C01,optimizer-A,2,C02,optimizer-A
13,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,1,C01,optimizer-A,7,C07,optimizer-B
13,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,1,C01,optimizer-A,1,C01,optimizer-A
13,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,1,C01,optimizer-A,7,C07,optimizer-B
13,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,1,C01,optimizer-A,1,C01,optimizer-A
13,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,1,C01,optimizer-A,1,C01,optimizer-A
13,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,1,C01,optimizer-A,8,C08,optimizer-B
13,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,1,C01,optimizer-A,7,C07,optimizer-B
14,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,2,C02,optimizer-A,2,C02,optimizer-A
14,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,2,C02,optimizer-A,3,C03,optimizer-A
14,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,2,C02,optimizer-A,2,C02,optimizer-A
14,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,2,C02,optimizer-A,9,C09,optimizer-B
14,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,2,C02,optimizer-A,9,C09,optimizer-B
14,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,2,C02,optimizer-A,3,C03,optimizer-A
14,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,2,C02,optimizer-A,2,C02,optimizer-A
14,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,2,C02,optimizer-A,2,C02,optimizer-A
14,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,2,C02,optimizer-A,3,C03,optimizer-A
14,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,2,C02,optimizer-A,3,C03,optimizer-A
14,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,2,C02,optimizer-A,9,C09,optimizer-B
14,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,2,C02,optimizer-A,3,C03,optimizer-A
14,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,2,C02,optimizer-A,9,C09,optimizer-B
14,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,2,C02,optimizer-A,3,C03,optimizer-A
14,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,2,C02,optimizer-A,9,C09,optimizer-B
14,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,2,C02,optimizer-A,8,C08,optimizer-B
14,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,2,C02,optimizer-A,8,C08,optimizer-B
15,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,3,C03,optimizer-A,3,C03,optimizer-A
15,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,3,C03,optimizer-A,3,C03,optimizer-A
15,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,3,C03,optimizer-A,4,C04,optimizer-A
15,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,3,C03,optimizer-A,4,C04,optimizer-A
15,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,3,C03,optimizer-A,4,C04,optimizer-A
15,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,3,C03,optimizer-A,10,C10,optimizer-B
15,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,3,C03,optimizer-A,9,C09,optimizer-B
15,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,3,C03,optimizer-A,3,C03,optimizer-A
15,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,3,C03,optimizer-A,9,C09,optimizer-B
15,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,3,C03,optimizer-A,10,C10,optimizer-B
15,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,3,C03,optimizer-A,3,C03,optimizer-A
15,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,3,C03,optimizer-A,3,C03,optimizer-A
15,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,3,C03,optimizer-A,4,C04,optimizer-A
15,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,3,C03,optimizer-A,10,C10,optimizer-B
15,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,3,C03,optimizer-A,10,C10,optimizer-B
15,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,3,C03,optimizer-A,9,C09,optimizer-B
15,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,3,C03,optimizer-A,9,C09,optimizer-B
15,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,3,C03,optimizer-A,4,C04,optimizer-A
15,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,3,C03,optimizer-A,10,C10,optimizer-B
15,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,3,C03,optimizer-A,9,C09,optimizer-B
15,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,3,C03,optimizer-A,10,C10,optimizer-B
15,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,3,C03,optimizer-A,3,C03,optimizer-A
15,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,3,C03,optimizer-A,10,C10,optimizer-B
15,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,3,C03,optimizer-A,4,C04,optimizer-A
15,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,3,C03,optimizer-A,9,C09,optimizer-B
16,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,4,C04,optimizer-A,5,C05,optimizer-A
16,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,4,C04,optimizer-A,11,C11,optimizer-B
16,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,4,C04,optimizer-A,4,C04,optimizer-A
16,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,4,C04,optimizer-A,4,C04,optimizer-A
16,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,4,C04,optimizer-A,5,C05,optimizer-A
16,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,4,C04,optimizer-A,11,C11,optimizer-B
16,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,4,C04,optimizer-A,5,C05,optimizer-A
16,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,4,C04,optimizer-A,4,C04,optimizer-A
16,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,4,C04,optimizer-A,5,C05,optimizer-A
16,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,4,C04,optimizer-A,11,C11,optimizer-B
16,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,4,C04,optimizer-A,4,C04,optimizer-A
16,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,4,C04,optimizer-A,5,C05,optimizer-A
16,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,4,C04,optimizer-A,5,C05,optimizer-A
16,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,4,C04,optimizer-A,10,C10,optimizer-B
16,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,4,C04,optimizer-A,4,C04,optimizer-A
16,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,4,C04,optimizer-A,11,C11,optimizer-B
17,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
17,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,0,C00,optimizer-A,11,C11,optimizer-B
17,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,0,C00,optimizer-A,0,C00,optimizer-A
17,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,0,C00,optimizer-A,0,C00,optimizer-A
17,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,0,C00,optimizer-A,5,C05,optimizer-A
17,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,0,C00,optimizer-A,0,C00,optimizer-A
17,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,0,C00,optimizer-A,11,C11,optimizer-B
17,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,0,C00,optimizer-A,5,C05,optimizer-A
17,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,0,C00,optimizer-A,5,C05,optimizer-A
17,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,0,C00,optimizer-A,5,C05,optimizer-A
17,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
17,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,0,C00,optimizer-A,5,C05,optimizer-A
17,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,0,C00,optimizer-A,5,C05,optimizer-A
17,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
17,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,0,C00,optimizer-A,5,C05,optimizer-A
17,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,0,C00,optimizer-A,6,C06,optimizer-B
17,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,0,C00,optimizer-A,6,C06,optimizer-B
18,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,0,C00,optimizer-A,1,C01,optimizer-A
18,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
18,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,0,C00,optimizer-A,0,C00,optimizer-A
18,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,0,C00,optimizer-A,0,C00,optimizer-A
18,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,0,C00,optimizer-A,7,C07,optimizer-B
18,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,0,C00,optimizer-A,0,C00,optimizer-A
18,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,0,C00,optimizer-A,6,C06,optimizer-B
18,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,0,C00,optimizer-A,1,C01,optimizer-A
18,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,0,C00,optimizer-A,1,C01,optimizer-A
18,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,0,C00,optimizer-A,0,C00,optimizer-A
18,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,0,C00,optimizer-A,7,C07,optimizer-B
18,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,0,C00,optimizer-A,1,C01,optimizer-A
18,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,0,C00,optimizer-A,6,C06,optimizer-B
18,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,0,C00,optimizer-A,1,C01,optimizer-A
18,14,8|10|3|5|1|9|4|0|11|7|6|2,0.75,0,C00,optimizer-A,1,C01,optimizer-A
18,15,0|8|6|7|11|2|9|3|1|10|5|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
18,16,8|9|2|10|4|7|6|11|1|0|5|3,0.75,0,C00,optimizer-A,7,C07,optimizer-B
18,17,7|1|6|4|0|10|11|9|5|8|3|2,0.75,0,C00,optimizer-A,7,C07,optimizer-B
18,18,10|3|5|8|4|9|2|1|6|0|11|7,0.75,0,C00,optimizer-A,1,C01,optimizer-A
18,19,9|5|3|8|11|7|0|10|1|2|4|6,0.75,0,C00,optimizer-A,7,C07,optimizer-B
18,20,10|6|5|1|3|9|4|0|2|8|11|7,0.75,0,C00,optimizer-A,6,C06,optimizer-B
18,21,0|8|3|5|9|7|11|6|1|2|10|4,0.75,0,C00,optimizer-A,0,C00,optimizer-A
18,22,10|5|11|1|4|9|6|7|8|0|2|3,0.75,0,C00,optimizer-A,1,C01,optimizer-A
18,23,4|8|10|7|6|1|5|2|11|3|0|9,0.75,0,C00,optimizer-A,7,C07,optimizer-B
18,24,7|8|6|0|1|9|2|3|11|10|4|5,0.75,0,C00,optimizer-A,7,C07,optimizer-B
19,0,2|3|1|10|6|7|0|8|4|5|9|11,0.75,1,C01,optimizer-A,2,C02,optimizer-A
19,1,0|5|11|3|2|8|10|7|6|9|1|4,0.75,1,C01,optimizer-A,2,C02,optimizer-A
19,2,11|5|2|4|0|7|6|10|1|9|3|8,0.75,1,C01,optimizer-A,2,C02,optimizer-A
19,3,4|8|0|3|5|1|10|7|2|11|6|9,0.75,1,C01,optimizer-A,8,C08,optimizer-B
19,4,7|6|0|4|9|10|1|11|2|3|8|5,0.75,1,C01,optimizer-A,7,C07,optimizer-B
19,5,0|1|8|10|5|4|7|3|2|11|9|6,0.75,1,C01,optimizer-A,1,C01,optimizer-A
19,6,6|9|7|10|5|2|3|8|11|1|4|0,0.75,1,C01,optimizer-A,7,C07,optimizer-B
19,7,1|6|3|9|10|11|5|8|2|4|0|7,0.75,1,C01,optimizer-A,1,C01,optimizer-A
19,8,5|2|1|8|6|9|0|10|7|11|3|4,0.75,1,C01,optimizer-A,2,C02,optimizer-A
19,9,0|10|5|2|3|11|4|9|1|8|7|6,0.75,1,C01,optimizer-A,2,C02,optimizer-A
19,10,7|3|9|11|6|2|10|1|5|4|8|0,0.75,1,C01,optimizer-A,7,C07,optimizer-B
19,11,3|5|8|1|0|11|10|9|4|6|2|7,0.75,1,C01,optimizer-A,8,C08,optimizer-B
19,12,6|4|8|7|5|11|3|2|9|0|1|10,0.75,1,C01,optimizer-A,8,C08,optimizer-B
19,13,5|1|0|8|10|3|2|6|11|9|7|4,0.75,1,C01,optimizer-A,1,C01,optimizer-A
