stage,seed,step,train_cross_entropy,train_accuracy,test_accuracy,n_core,train_centered_logit_rms,test_centered_logit_rms
calibration,11,4400,0.0037677460350096226,1.0,0.041009463369846344,398.89266235630527,6.424413681030273,6.615878105163574
calibration,11,4425,0.003498698817566037,1.0,0.041009463369846344,399.4720330003185,6.414459705352783,6.60946798324585
calibration,11,4450,0.003071602899581194,1.0,0.041009463369846344,400.9287653987588,6.480525970458984,6.684014320373535
calibration,11,4475,0.0025495155714452267,1.0,0.04416403919458389,403.0978451441398,6.6106038093566895,6.826903820037842
calibration,11,4500,0.002029657131060958,1.0,0.041009463369846344,405.72784961233816,6.78618860244751,7.018389701843262
calibration,11,4525,0.0015777505468577147,1.0,0.037854891270399094,408.5929731000114,6.989476680755615,7.238003730773926
calibration,11,4550,0.0012128074886277318,1.0,0.037854891270399094,411.55135576258374,7.208086967468262,7.472344875335693
calibration,11,4575,0.0009280017111450434,1.0,0.037854891270399094,414.5337289247298,7.434647560119629,7.714216232299805
calibration,11,4600,0.0007088252459652722,1.0,0.037854891270399094,417.5107202539903,7.665322303771973,7.960144519805908
calibration,11,4625,0.0005410599405877292,1.0,0.037854891270399094,420.47054508935594,7.898182392120361,8.20845890045166
calibration,11,4650,0.0004129868757445365,1.0,0.037854891270399094,423.40779707937276,8.132248878479004,8.458206176757812
calibration,11,4675,0.00031528330873697996,1.0,0.034700315445661545,426.3196449796539,8.36704158782959,8.70878791809082
calibration,11,4700,0.00024080650473479182,1.0,0.034700315445661545,429.20422928480764,8.60224723815918,8.959779739379883
calibration,11,4725,0.000184025673661381,1.0,0.037854891270399094,432.0607953723328,8.837813377380371,9.211043357849121
calibration,11,4750,0.00014070003817323595,1.0,0.034700315445661545,434.8888868972104,9.07364559173584,9.462458610534668
calibration,11,4775,0.0001076428234227933,1.0,0.034700315445661545,437.6881720381757,9.309776306152344,9.713964462280273
calibration,11,4800,8.240003080572933e-05,1.0,0.034700315445661545,440.45904887668735,9.546226501464844,9.965594291687012
calibration,11,4825,6.310573371592909e-05,1.0,0.034700315445661545,443.2016248460147,9.782851219177246,10.21705436706543
calibration,11,4850,4.836198058910668e-05,1.0,0.034700315445661545,445.9157925493411,10.019746780395508,10.468473434448242
calibration,11,4875,3.7073732528369874e-05,1.0,0.034700315445661545,448.6016523793705,10.256421089172363,10.7194185256958
calibration,11,4900,1.6468844413757324,0.5424528121948242,0.028391167521476746,450.7443973584226,2.0084660053253174,2.2151095867156982
calibration,11,4925,0.35251492261886597,0.9245283007621765,0.037854891270399094,456.4720772387491,4.860500335693359,5.114547252655029
calibration,11,4950,0.04725419729948044,0.9905660152435303,0.041009463369846344,459.3825900771648,7.444798946380615,7.580674171447754
calibration,11,4975,0.02397248148918152,0.9952830076217651,0.05362775921821594,457.19811644664213,7.701058864593506,7.773708820343018
calibration,11,5000,0.010847795754671097,1.0,0.04731861129403114,454.2169564239512,7.582150936126709,7.618836879730225
calibration,11,5025,0.007172368001192808,1.0,0.04416403919458389,451.6257446339047,7.34704065322876,7.348098278045654
calibration,11,5050,0.0062777213752269745,1.0,0.04416403919458389,449.38282476555025,7.14492130279541,7.143598556518555
calibration,11,5075,0.005690406076610088,1.0,0.05047318711876869,447.6771349961895,6.954809665679932,6.963950157165527
calibration,11,5100,0.005079174414277077,1.0,0.05047318711876869,446.5795686048011,6.809201240539551,6.832815647125244
calibration,11,5125,0.0044553931802511215,1.0,0.05362775921821594,446.09260285040244,6.721325397491455,6.756303787231445
calibration,11,5150,0.0038539047818630934,1.0,0.05362775921821594,446.20169651538066,6.689239978790283,6.734079360961914
calibration,11,5175,0.003268937347456813,1.0,0.05362775921821594,446.90135369119236,6.712531566619873,6.765203475952148
calibration,11,5200,0.002692759269848466,1.0,0.05678233504295349,448.20055733159614,6.785950183868408,6.84446907043457
calibration,11,5225,0.0021854075603187084,1.0,0.05362775921821594,450.00991273393254,6.896562099456787,6.961421966552734
calibration,11,5250,0.001739473664201796,1.0,0.05047318711876869,452.2126174899074,7.040164470672607,7.111475467681885
calibration,11,5275,0.001362405251711607,1.0,0.05047318711876869,454.7090719283156,7.207790374755859,7.287219047546387
calibration,11,5300,0.0010563130490481853,1.0,0.05362775921821594,457.39091578658224,7.391313076019287,7.479988098144531
calibration,11,5325,0.0008143933955579996,1.0,0.04731861129403114,460.1805284822553,7.5850725173950195,7.683517932891846
calibration,11,5350,0.0006259692017920315,1.0,0.04731861129403114,463.0320934925636,7.785737991333008,7.893914699554443
calibration,11,5375,0.0004803668998647481,1.0,0.04731861129403114,465.9207310192142,7.9913105964660645,8.1088228225708
calibration,11,5400,0.0003683062386699021,1.0,0.04731861129403114,468.8329648471161,8.200584411621094,8.327030181884766
calibration,11,5425,0.0002822510141413659,1.0,0.04731861129403114,471.7605261922144,8.4126558303833,8.547645568847656
calibration,11,5450,0.00021624939108733088,1.0,0.04731861129403114,474.6967469411354,8.626810073852539,8.769887924194336
calibration,11,5475,0.00016577367205172777,1.0,0.04731861129403114,477.6355988396325,8.845939636230469,8.995285034179688
calibration,11,5500,1.3684552907943726,0.5849056839942932,0.031545739620923996,482.725984542376,2.4729998111724854,2.4584624767303467
calibration,11,5525,0.1143692284822464,0.9811320900917053,0.034700315445661545,492.41555980038544,6.673162937164307,6.708636283874512
calibration,11,5550,0.01370831299573183,1.0,0.041009463369846344,493.2996921503803,8.383591651916504,8.375018119812012
calibration,11,5575,0.006568847224116325,1.0,0.04416403919458389,490.0760285048874,8.206246376037598,8.208309173583984
calibration,11,5600,0.00582211185246706,1.0,0.041009463369846344,486.6107215016971,7.911187648773193,7.912120342254639
calibration,11,5625,0.0055032530799508095,1.0,0.04416403919458389,483.66391095743444,7.664800643920898,7.649998664855957
calibration,11,5650,0.00503135472536087,1.0,0.04416403919458389,481.36450698026425,7.472955226898193,7.448315620422363
calibration,11,5675,0.0044380072504282,1.0,0.041009463369846344,479.77893531665086,7.3313798904418945,7.298445224761963
calibration,11,5700,0.0038688613567501307,1.0,0.04416403919458389,478.8874427553291,7.235639572143555,7.202707767486572
calibration,11,5725,0.003324334044009447,1.0,0.037854891270399094,478.6880844938765,7.191464424133301,7.16660213470459
calibration,11,5750,0.0027866605669260025,1.0,0.04416403919458389,479.1605080405408,7.200657367706299,7.188724517822266
calibration,11,5775,0.0022784853354096413,1.0,0.04416403919458389,480.2129173528235,7.261340618133545,7.265564918518066
calibration,11,5800,0.0018152460688725114,1.0,0.037854891270399094,481.7180515381837,7.3647308349609375,7.3859124183654785
calibration,11,5825,0.0014269049279391766,1.0,0.034700315445661545,483.6105306163971,7.5042314529418945,7.541164398193359
calibration,11,5850,0.001113501493819058,1.0,0.034700315445661545,485.8312013109582,7.6761794090271,7.725224494934082
calibration,11,5875,0.0008616886916570365,1.0,0.031545739620923996,488.27520531969606,7.873213768005371,7.931854724884033
calibration,11,5900,0.0006629476556554437,1.0,0.031545739620923996,490.8634003532073,8.088130950927734,8.153250694274902
calibration,11,5925,0.0005083364085294306,1.0,0.031545739620923996,493.5449456809703,8.315441131591797,8.384403228759766
calibration,11,5950,2.0487327575683594,0.37735849618911743,0.04416403919458389,496.32357089903485,2.375811815261841,2.436678171157837
calibration,11,5975,0.7235047817230225,0.8207547068595886,0.028391167521476746,504.02056544304503,3.2430641651153564,3.4228620529174805
calibration,11,6000,0.056538842618465424,0.9952830076217651,0.025236593559384346,510.31909591297466,6.808830261230469,6.876286506652832
calibration,11,6025,0.013975068926811218,1.0,0.041009463369846344,509.8661757408608,7.1691999435424805,7.202317237854004
calibration,11,6050,0.00954735279083252,1.0,0.041009463369846344,507.36890940042775,7.0706000328063965,7.074203014373779
calibration,11,6075,0.008313269354403019,1.0,0.041009463369846344,504.7798215209851,6.903361797332764,6.891709327697754
